Title,Acronym,CORE2023,CORE2021,CORE2020,CORE2018,CORE2017,CORE2014,CORE2013,ERA2010,h5_index,h5_median
SPIE Conference on Performance and Control of Network Systems,PCNS,,,,C,C,C,C,C,,
SPIE Conference on Visual Data Exploration and Analysis,VDEA,,,,C,C,C,C,C,,
SPIE International Conference on Multimedia Storage and Archiving Systems,MSAS,,,,C,C,C,C,C,,
"Search: Workshop on Search, Sorting and Coding",Search,,,,C,C,C,C,C,,
Selected Areas in Cryptography,SAC,B,B,B,B,B,C,C,C,21.0,40.0
Semantic Web Visualisation,VSW,,,,C,C,C,C,C,,
Semantics - International Conference on Semantic Systems,Semantics,"Regional: Austria, Germany, Netherlands",National: Austria,National: Austria,unranked,,,,,,
Sensor Networks,Sensor Networks,,,,C,C,C,C,C,42.0,61.0
Service Oriented Computing: Consequences for Engineering Requirements,SOCCER,,,,C,C,C,C,C,,
Simulation Technology and Training Conference,SimTecT,Australasian C,Australasian C,Australasian C,C,C,C,C,C,,
Simulation and Synthesis in Medical Imaging,SASHIMI,C,C,,,,,,,,
Singapore International Conference on Intelligent Systems,SPICIS,,,,B,B,B,B,B,,
Smart Card Research and Advanced Application Conference,CARDIS,C,B,B,B,B,B,B,B,,
Society for Information Technology and Teacher Education Conference,SITE,,,,C,C,C,C,,,
"Soft Computing in Computer Graphics, Imaging, and Vision",SCCGIV,,,,C,C,C,C,C,,
Software Education Conference,SRIG-ET,,,,C,C,C,C,C,,
Software Performance Enhancement for Encryption and Decryption,SPEED,,,,C,C,C,C,C,,
Software Process Improvement and Capability Determination,SPICE,C,C,C,C,A,A,A,,,
Software Product Lines Conference,SPLC,B,B,,,,,,,25.0,36.0
Software Quality Conference,SQC,,,,C,C,C,C,C,23.0,36.0
"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",QRS,C,B,B,B,B,B,B,B,23.0,36.0
Software Technology and Engineering Practice Conference,STEP,,,,B,B,B,B,B,,
South African International Graph Theory Conference,SAIGTC,,,,C,C,C,C,C,,
"Southeastern International Conference on Combinatorics, Graph Theory, and Computing",,,,,C,C,C,C,C,,
Spatial Information Research Centre Colloquium,SIRC,,,,C,C,C,C,C,,
Spatial Information Science and Technology Conference,SIST,,,,C,C,C,C,C,,
Special-purpose Hardware for Attacking Cryptographic Systems,SHARCS,,,,C,C,C,C,C,,
Spring Conference on Computer Graphics,SCCG,,,,C,C,C,C,C,,
State of the Art of Stream Ciphers,SASC,,,,C,C,C,C,C,,
Static Analysis Symposium,SAS,B,B,A,A,A,A,A,A,14.0,26.0
Stochastic Local Search Algorithms,SLS,,,,C,C,C,C,C,,
Storage and Retrieval for Media Databases (was Storage and Retrieval for Image and Video Databases),SRMD,,,,C,C,C,C,C,,
Structural and Syntactical Pattern Recognition,SSPR,B,B,A,A,A,A,A,A,,
Summer Computer Simulation Conference,SCSC,,B,B,B,B,B,B,B,,
Summer School on Modelling and Verification of Parallel Processes,MOVEP,,,,C,C,C,C,C,,
Symposia on VLSI Technology and Circuits,VLSI,,,,A,A,A,A,A,50.0,83.0
Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,B,B,A,A,A,A,A,A,16.0,21.0
"Symposium On Combinatorics, Algorithms, Probabilistic and Experimental Methodologies",ESCAPE,,,,C,C,C,C,C,,
Symposium On Usable Privacy and Security,SOUPS,B,B,B,B,B,B,,,38.0,58.0
Symposium of Asian Association for Algorithms and Computation,AAAC,C,C,C,C,C,C,C,C,,
"Symposium on Abstraction, Reformulation and Approximation",SARA,,,,B,B,B,B,B,,
Symposium on Advances in DB and Information Systems,ADBIS,C,B,B,B,B,B,B,B,16.0,24.0
Symposium on Assessment of Quality S/W Dev Tools,AQSDT,,,,C,C,C,C,C,,
Symposium on Cellular Automata,JAC,,,,C,C,C,C,C,,
Symposium on Computational Geometry for Mechanics and Applications,SOCGMA,,,,C,C,C,C,C,,
"Symposium on Design, Analysis, and Simulation of Distributed Systems",DASD,,,,C,C,C,C,C,,
Symposium on Discrete Mathematics,EDM,,,,C,C,C,C,C,26.0,34.0
Symposium on Frontiers of Massively Parallel Processing,MassPar,,,,A,A,A,A,,,
Symposium on Geometry Processing,SGP,B,B,B,B,B,B,B,B,,
Symposium on High Performance Chips,HOTCHIPS (HCS),C,C,A,A,A,A,A,,,
Symposium on Information Technology and Information Systems,ITIS,,,,C,C,C,C,C,21.0,33.0
Symposium on Logical Formalizations of Commonsense Reasoning,COMMONSENSE,,,,B,B,B,B,B,,
"Symposium on Networked Systems, Design and Implementation",NSDI,National: USA,National: USA,National: USA,B,B,B,B,B,62.0,88.0
Symposium on Parallelism in Algorithms and Architectures,SPAA,B,A,A,A,A,A,A,A,22.0,34.0
Symposium on Programming Language Implementation and Logic Programming,PLILP,,,,B,B,B,B,,,
Symposium on Programs as Data Objects,PADO,,,,C,C,C,C,C,,
Symposium on Reliable Distributed Systems,SRDS,B,B,A,A,A,A,A,A,18.0,28.0
Symposium on Requirements Engineering for Information Security,SREIS,,,,C,C,C,C,C,,
"Symposium on Stabilization, Safety, and Security of Distributed Systems",SSS,C,C,C,C,C,C,C,C,,
"Symposium on Stochastic Algorithms, Foundations and Applications",SAGA,,,,C,C,C,C,C,,
Systems Engineering / Test and Evaluation Conference,SETE,,,,C,C,C,C,C,,
TAI: Algorithmic Information Theory: Kolmogorov Complexity,TAI,,,,C,C,C,C,C,,
"Tangible, Embedded, and Embodied Interaction",TEI,B,A,A,A,A,A,A,A,27.0,41.0
Techniques and Problems in Graph Theory,TPGT,,,,C,C,C,C,C,,
Technology of Object-Oriented Languages and Systems,TOOLS,,,B,B,B,B,B,B,,
Testbeds and Research Infrastructures for the Development of Networks and Communities,TridentCom,National: China,National: China,National: China,B,B,B,B,B,,
The ACM International System and Storage Conference,SYSTOR,National:Israel,National:Israel,,,,,,,15.0,24.0
The Annual International Conference of the IEEE Engineering in Medicine and Biology Society,EMBC,,,,C,C,C,C,,,
The Claude Shannon Workshop on Coding and Cryptography,,,,,C,C,C,C,C,,
The Conference on visualization of information,SEE,,,,C,C,C,C,C,,
The International Conference on Future Networks and Communications,FNC,Unranked,Unranked,Unranked,Unranked,,,,,,
The International Conference on Intelligent Environments,IE,B,B,C,C,,,,,13.0,20.0
The International Conference on Semantic Web and Web Services,SWWS,,,,C,C,C,C,C,,
The International Conference on Verification and Evaluation of Computer and Communication Systems,VECoS,C,C,Unranked,Unranked,,,,,,
"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,A,A,A,A,A,A,B,B,28.0,47.0
The International Workshop on Algorithms and Graphs,IWAAG,,,,C,C,C,C,C,,
The Modelling and Simulation Society of Australia and New Zealand Meeting,ANZMODS,,,,Australasian,Australasian,Australasian,Australasian,C,,
The Symposium of Combinatorial Search,SoCS,B,B,Unranked,Unranked,,,,,,
The Theory and Application of Diagrams,DIAGRAMS,C,B,B,B,B,B,B,B,,
The organizational semiotics Conference,ORGSEM,,,,B,B,B,B,B,,
Theoretical Aspects of Rationality and Knowledge,TARK,A,A,A,A,A,A,A,A,,
Theory and Applications of Knowledge MAnagement,TAKMA,,,,C,C,C,C,,,
Theory of Cryptography Conference,TCC,A,A,A,A,A,A,A,A,31.0,53.0
Tools and Algorithms for Construction and Analysis of Systems,TACAS,A,A,A,A,A,A,A,A,35.0,58.0
Topological and Geometric Graph Theory,TGGT,,,,C,C,C,C,C,,
Trustworthy Interfaces for Passwords and Personal Information workshop,TIPPI,,,,C,C,C,C,C,,
USENIX Windows NT Symposium,UWNTS,,,,C,C,C,C,C,,
USENIX Workshop on Electronic Commerce,USENIX EC,,,,C,C,C,C,C,,
USENIX Workshop on Hot Topics in Operating Systems,HotOS,A,A,A,A,A,A,A,A,,
USENIX/ACCURATE Electronic Voting Technology Workshop,EVT,,,,C,C,C,C,C,,
Unconventional Models of Computation,UMC,,,,B,B,B,B,B,,
University of Western Australia Computer Science Research Conference,UWACS,,,,Australasian,Australasian,Australasian,Australasian,,,
Unix Symposium on Internet Technologies,USITS,,,A,A,A,A,A,,,
Unix Symposium on Operating Systems Design and Implementation,SDSDI,,,,A,A,A,A,,,
Usable Security and Privacy,USEC,National: USA,National: USA,National: USA,C,C,C,C,C,38.0,58.0
Usenix Annual Technical Conference,USENIX,A,A,A,A,A,A,A,A,55.0,102.0
Usenix Network and Distributed System Security Symposium,NDSS,A*,A*,A*,A*,A,A,A,A,73.0,130.0
Usenix Security Symposium,USENIX-Security,A*,A*,A*,A*,A*,A*,A,A,106.0,154.0
Usenix Symposium on Operating Systems Design and Implementation,OSDI,A*,A*,A*,A*,A*,A*,A*,A,54.0,84.0
Utility and Cloud Computing,UCC,Unranked,Unranked,,,,,,,23.0,29.0
"Verification, Model Checking and Abstract Interpretation",VMCAI,B,B,B,B,B,B,B,B,13.0,19.0
VisMasters Design Modelling and Visualization Conference,DMVC,,,,C,C,C,C,C,,
Vision Interface,VI,,,,C,C,C,C,C,15.0,22.0
Visual Analytics,EuroVA,C,C,C,C,C,C,C,C,,
Visual Information Communication and Interaction,VINCI,C,C,C,C,C,C,C,C,14.0,24.0
Visual Languages and Formal Methods,VLFM,,,,C,C,C,C,C,,
Visualisation in Built and Rural Environments,BuiltViz,,,,C,C,C,C,C,,
Visualization In Science and Education,GRC,National: USA,National: USA,National: USA,C,C,C,C,C,,
Visualization in Software Engineering,SEViz,,,,C,C,C,C,C,,
Visualization in Software Product Lines Workshop,VisPLE,,,,C,C,C,C,C,,
Web Visualization,WebViz,,,,C,C,C,C,C,,
Web and Big Data,APWEB,C,B,B,B,B,B,C,C,11.0,22.0
Western Australian Workshop on Information Systems Research,WAWISR,,,,Australasian,Australasian,Australasian,Australasian,C,,
Winter Simulation Conference,WSC,C,B,B,B,B,B,B,B,,
Wireless Days,WD,,C,,,,,,,,
Workshop On Java For High-Performance Computing,JHPC,,,,C,C,C,C,C,,
Workshop in Information Security Theory and Practices,WISTP,C,C,C,C,C,C,C,C,,
Workshop on Ad Hoc and Ubiquitous computing,AUC,,,,C,C,C,C,C,,
Workshop on Algorithm Engineering,WAE,,,,B,B,B,B,B,,
Workshop on Algorithm Engineering and Experiments,ALENEX,A,A,A,A,A,A,A,A,,
"Workshop on Algorithmic Approaches for Transportation Modelling, Optimization, and Systems",ATMOS,C,C,C,C,C,C,C,C,,
Workshop on Algorithmic Aspects of Advanced Programming Languages,WAAAPL,,,,C,C,C,C,C,,
Workshop on Algorithms And Models For The Web Graph,WAW,C,C,C,C,C,C,C,C,,
Workshop on Algorithms in Bioinformatics,WABI,C,C,B,B,B,B,B,B,12.0,16.0
"Workshop on Algorithms, Combinatorics, and Geometry",ACG,,,,C,C,C,C,C,,
Workshop on Analytic Algorithmics and Combinatorics,ANALCO,,B,B,B,B,B,B,B,,
Workshop on Applications of Graph Theory in Wireless Ad hoc Networks and Sensor Networks,Graph-hoc,C,C,C,C,C,C,C,C,,
Workshop on Approximation and Online Algorithms,WAOA,B,B,B,B,B,B,B,B,,
Workshop on Approximation and Randomization Algorithms in Communication Networks,ARACNE,,,,C,C,C,C,C,,
Workshop on Aspect Oriented Requirements Engineering and Architecture Design,Early Aspects,,,,C,C,C,C,C,,
Workshop on Aspect-Oriented Modelling,AOM,,,,C,C,C,C,C,,
"Workshop on Aspects, Components, and Patterns for Infrastructure Software",ACP4IS,,,,C,C,C,C,C,,
Workshop on Assurance Cases for Security,DSN,,,,C,C,C,C,C,,
"Workshop on Australasian Information Security, Data Mining and Web Intelligence, and Software Internationalisation",AISW,,,,Australasian,Australasian,Australasian,Australasian,C,,
Workshop on Combinatorial and Algorithmic Aspects of Networking,CAAN,,,,B,B,B,B,B,,
Workshop on Component-Oriented Programming,WCOP,,,,C,C,C,C,C,,
Workshop on Computational Geometry and Applications,CGA,,,,C,C,C,C,C,,
Workshop on Computational Graph Theory and Combinatorics,WCGTC,,,,C,C,C,C,C,,
Workshop on Computational Optimization,WCO,C,C,C,C,C,C,C,C,19.0,25.0
Workshop on Computational and Conformal Geometry,CCG,,,,C,C,C,C,C,,
Workshop on Computer Architecture Education,WCAE,National: USA,National: USA,National: USA,C,C,C,C,C,,
Workshop on Constraint Satisfaction for Planning and Scheduling,COPLAS,C,B,B,B,B,B,B,B,,
Workshop on Cryptographic Hardware and Embedded Systems,CHES,A,A,A,A,C,C,C,C,53.0,86.0
Workshop on Cryptography for Ad hoc Networks,WCAN,,,,C,C,C,C,C,,
Workshop on Data Engineering for Wireless and Mobile Access,MobiDE,,,,C,C,C,C,C,,
Workshop on Database Technology for Virtual Enterprises,DTVE,,,,C,C,C,C,C,,
Workshop on Declarative Programming in the Context of OO Languages,DP-COOL,,,,C,C,C,C,C,,
Workshop on Distributed Algorithms (DISC since 1998),WDAG,,,,,,B,B,,,
Workshop on Distributed Data and Structures,WDAS,,,,C,C,C,C,C,,
Workshop on Domain Specific Modelling,DSM,C,C,C,C,C,C,C,C,,
"Workshop on Duplicating, Deconstructing, and Debunking",WDDD,,,,C,C,C,C,C,,
Workshop on Economics of Peer-to-Peer Systems,P2P Econ,,,,C,C,C,C,C,,
Workshop on Elliptic Curve Cryptography,ECC,,,,C,C,C,C,C,,
Workshop on Fault Diagnosis and Tolerance in Cryptography,FDTC,C,C,C,C,C,C,C,C,,
Workshop on Formal Techniques for Java-like Programs,FTfJP,C,C,C,C,C,C,C,C,,
Workshop on Job Scheduling Strategies for Parallel Processing,JSSPP,C,B,B,B,B,B,B,B,,
Workshop on Localized Algorithms and Protocols for Wireless Sensor Networks,LOCALGOS,,,,C,C,C,C,C,,
Workshop on Logic and Learning,L&L,,,,C,C,C,C,C,,
"Workshop on Logic, Language, Information and Computation",WoLLIC,C,B,B,B,B,B,B,B,12.0,14.0
Workshop on Massive Data Algorithmics,Massive,,,,C,C,C,C,C,,
Workshop on Mobile Computing Systems and Applications,HOTMOBILE,National: USA,National: USA,National: USA,C,C,C,C,C,21.0,32.0
Workshop on Multiparadigm Programming with OO Languages,MPOOL,,,,C,C,C,C,C,,
Workshop on Nature Inspired Distributed Computing,NISDIC,,,,C,C,C,C,C,,
Workshop on Network-Related Data Management,NRDM,,,,C,C,C,C,C,,
Workshop on New Technologies for Personalized Information Access,PIA,,,,C,C,C,C,C,,
Workshop on Object-Oriented Database Systems,OODBS,,,,C,C,C,C,C,,
Workshop on Object-Oriented Development,WOOD,,,,C,C,C,C,C,,
Workshop on On-Line Algorithms,OLA,,,,C,C,C,C,C,,
Workshop on Parallel and Distributed Debugging ACM/ONR,PADD,,,,C,C,C,C,C,,
Workshop on Parameterized Complexity,WPC,,,,C,C,C,C,C,,
Workshop on Physics and Computation,PC,,,,C,C,C,C,C,,
Workshop on Power Aware Computing and Systems,HotPower,,,,B,B,B,B,B,,
Workshop on Probabilistic Graph Theory,PGT,,,,C,C,C,C,C,,
Workshop on Programming Languages and Operating Systems,PLOS,C,C,B,B,B,B,B,B,71.0,122.0
Workshop on Quantum Information Processing,QIP,,,,C,C,C,C,C,48.0,59.0
Workshop on Real-Time Databases,RTDB,,,,C,C,C,C,C,,
Workshop on Research Issues in Data Mining and Knowledge Discovery,DMKD,,,,C,C,C,C,C,,
Workshop on Robust Shape Operations,WRSO,,,,C,C,C,C,C,,
"Workshop on Scientific Knowledge, Information, and Computing",SIDEKIC,,,,C,C,C,C,C,,
Workshop on Security and Privacy in e-Commerce,SPEC,,,,C,C,C,C,C,,
Workshop on Service Oriented Computing,SOCASE,,,,C,C,C,C,C,20.0,31.0
Workshop on Theoretical and Algorithmic Aspects of Sensor and Ad-hoc Networks,WTASA,,,,C,C,C,C,C,,
Workshop on Uncertainty in Geometric Computations,GEOM Uncertainty,,,,C,C,C,C,C,,
Workshop on Web Usage Analysis,WebKDD,,,,C,C,C,C,C,,
Workshop on the Arithmetic of Finite Fields,WAIFI,C,C,C,C,C,C,C,C,,
World Computer Congress,WCC,,,,C,C,C,C,C,,
World Conference on Computers in Education,WCCE,,,,C,C,C,C,,,
"World Conference on Educational Multimedia, Hypermedia and Telecommunications",ED-MEDIA,C,B,B,B,B,B,B,,,
World Conference on Information Systems and Technologies,WorldCIST,C,C,C,C,,,,,25.0,33.0
World Conference on the WWW and Internet,WebNet,,,,C,C,C,C,C,,
"World Congress in Computer Science, Computer Engineering, and Applied Computing",WORLDCOMP,National: USA,National: USA,National: USA,C,C,C,C,C,,
World Congress on Expert Systems,WCES,,,,B,B,B,B,B,,
World Congress on Medical and Health Informatics,MEDINFO,,,,B,B,B,B,B,,
World Congress on Neural Networks,WCNN,,,,B,B,B,B,B,,
World Congress on Systems Simulation,WCSS,,,,B,B,B,B,,,
"World Multi-Conference on Systemics, Cybernetics and Informatics",WMSCI,National: USA,National: USA,National: USA,C,C,C,C,,,
